date,Total_Sleep_Time
2020-11-21 00:00:00,12.8416666666667
2020-05-23 00:00:00,12.4416666666667
2020-06-03 00:00:00,12.4166666666667
2020-12-24 00:00:00,12.1333333333333
2020-08-30 00:00:00,12.1083333333333
2021-07-22 00:00:00,11.5333333333333
2021-02-28 00:00:00,11.2416666666667
2020-05-26 00:00:00,11.1666666666667
2021-05-23 00:00:00,11.1083333333333
2020-05-24 00:00:00,11.1
