date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timing Score,Total Bedtime,Total Sleep Time,Awake Time,REM Sleep Time,Light Sleep Time,Deep Sleep Time,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Recovery Time Score,Activity Burn,Total Burn,Target Calories,Steps,Daily Movement,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
2020-10-25,87,89,92,100,98,64,86,88,32040,29850,2190,6840,12330,10680,34,93,600,15990,,2020-10-24T22:55:24-07:00,2020-10-25T07:49:24-07:00,60.71,52,58,-0.16,14.25,85,67,100,60,100,100,100,349,2586,600,6299,5265,621,540,247,32,0,0,1.40625,0,86,89,82,67,69,100,100,88,100
2020-10-26,84,98,99,93,93,59,54,68,36720,32760,3960,8520,18420,5820,36,89,1920,19140,,2020-10-25T22:45:04-07:00,2020-10-26T08:57:04-07:00,64.25,57,38,0.21,14.625,87,82,100,60,96,100,100,329,2530,500,6041,4447,504,662,242,31,1,0,1.375,0,83,83,86,93,77,86,66,83,99
2020-10-27,84,84,75,97,96,63,86,100,31320,28590,2730,5610,16050,6930,35,91,570,15780,,2020-10-26T21:49:37-07:00,2020-10-27T06:31:37-07:00,59.18,54,45,0,14.25,79,59,100,43,96,100,100,499,2780,600,7014,7699,682,492,202,61,3,0,1.53125,0,87,83,86,100,83,100,83,83,100
2020-10-28,82,89,90,80,90,49,72,100,34080,29970,4110,6720,18240,5010,44,88,270,16800,,2020-10-27T22:09:28-07:00,2020-10-28T07:37:28-07:00,65.54,57,38,0.05,15.125,87,83,100,60,100,99,100,514,2711,500,5668,8492,483,705,184,68,0,0,1.46875,0,74,78,87,84,86,100,50,,53
2020-10-29,87,100,98,96,79,51,72,100,43080,35880,7200,8340,20850,6690,41,83,1470,22680,,2020-10-28T19:30:12-07:00,2020-10-29T07:28:12-07:00,60.99,53,48,0.13,14.5,,,,,,,,,,,,,,,,,,,,,91,89,94,97,87,94,93,80,100
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,82,83,100,43,96,96,100,334,2577,650,6188,5068,493,376,294,17,0,260,1.4375,0,,,,,,,,,
2020-10-31,89,100,100,96,93,57,86,78,39780,35520,4260,10320,18810,6390,40,89,570,20010,,2020-10-30T22:08:10-07:00,2020-10-31T09:11:10-07:00,62.7,55,43,0.08,14.25,85,97,100,43,96,100,100,1740,3937,650,23243,30284,347,608,190,256,18,21,2.15625,0,92,93,100,97,93,98,84,77,100
2020-11-01,91,100,100,98,88,53,94,100,40260,35160,5100,9750,17940,7470,45,87,1020,20730,,2020-10-31T21:08:07-08:00,2020-11-01T08:19:07-08:00,70.77,60,27,0.11,15.25,81,84,78,43,96,100,100,189,2335,500,3984,2100,492,725,211,12,0,0,1.25,2,75,98,100,68,67,95,26,61,89
2020-11-02,72,69,53,96,74,50,78,100,30420,24690,5730,3930,14430,6330,47,81,390,15540,,2020-11-01T20:00:13-08:00,2020-11-02T04:27:13-08:00,58.9,50,65,0.11,14.75,80,64,100,43,100,100,100,437,2660,500,8238,7089,640,551,183,57,2,7,1.46875,0,86,56,99,100,76,96,100,,71
2020-11-03,74,86,94,68,81,49,22,100,35100,29280,5820,7020,17970,4290,44,83,2670,18780,,2020-11-02T19:44:02-08:00,2020-11-03T05:29:02-08:00,62.26,54,66,0.17,15.125,81,72,100,43,96,100,100,305,2494,500,6010,4655,583,618,196,31,0,12,1.34375,0,84,61,97,87,78,90,76,86,100
2020-11-04,80,82,92,97,86,58,59,91,32820,28140,4680,6840,14430,6870,34,86,1770,17400,,2020-11-03T18:54:58-08:00,2020-11-04T04:01:58-08:00,60.63,53,57,0.18,15,76,68,100,25,96,99,100,558,2807,600,10048,9205,615,507,250,66,2,0,1.53125,0,86,74,94,95,84,90,84,88,80
2020-11-05,92,100,100,95,88,57,97,100,38880,33870,5010,9300,18600,5970,39,87,930,20220,,2020-11-04T19:23:35-08:00,2020-11-05T06:11:35-08:00,61.71,53,44,-0.07,14.375,84,90,100,43,100,100,100,930,3126,650,12458,15579,430,584,173,132,9,112,1.71875,0,92,100,97,87,83,100,84,87,100
2020-11-06,89,96,96,95,96,55,81,100,35220,31980,3240,7350,18690,5940,40,91,450,17340,,2020-11-05T20:16:11-08:00,2020-11-06T06:03:11-08:00,62.97,57,41,0.05,14.75,78,56,100,43,100,100,98,179,2369,650,2962,2261,704,600,120,16,0,0,1.28125,0,88,93,98,85,78,100,68,86,100
2020-11-07,83,94,97,76,90,50,67,100,35400,31260,4140,7920,18570,4770,45,88,150,17730,,2020-11-06T20:20:41-08:00,2020-11-07T06:10:41-08:00,62.78,56,44,0.24,14.625,85,98,100,43,100,100,100,1388,3567,600,18840,24247,337,619,254,190,12,28,1.9375,0,84,80,97,91,87,84,85,,49
2020-11-08,77,100,93,49,74,48,29,100,41640,33810,7830,6960,23760,3090,46,81,2460,22590,,2020-11-07T19:13:29-08:00,2020-11-08T06:47:29-08:00,65.63,61,42,0.04,14.75,84,91,100,43,100,100,100,456,2577,500,9766,8069,433,755,192,60,0,0,1.40625,0,79,68,100,79,69,100,44,84,100
2020-11-09,79,89,58,96,79,51,89,83,35940,29850,6090,4320,19170,6360,42,83,1110,19440,,2020-11-08T18:03:58-08:00,2020-11-09T04:02:58-08:00,62.56,55,62,-0.04,15.125,78,55,95,43,100,100,100,345,2588,650,6963,5058,718,505,171,45,1,0,1.4375,1,88,72,99,100,72,100,88,88,85
2020-11-10,76,77,70,94,76,53,78,91,32940,26910,6030,5190,15870,5850,39,82,1350,17370,,2020-11-09T18:53:35-08:00,2020-11-10T04:02:35-08:00,61.56,53,52,-0.11,14.875,85,93,100,43,100,100,100,163,2256,600,2922,2367,398,613,98,17,1,313,1.21875,0,84,65,94,86,77,100,88,,90
2020-11-11,86,98,100,86,81,49,81,100,38760,32520,6240,9120,18030,5370,46,84,480,20070,,2020-11-10T20:16:51-08:00,2020-11-11T07:02:51-08:00,59.16,49,50,-0.32,14.625,80,67,100,43,96,98,100,292,2456,650,5343,4613,618,590,163,28,1,40,1.34375,0,91,87,96,99,84,94,94,89,81
2020-11-12,86,98,97,86,93,51,70,100,36720,32730,3990,7650,19710,5370,46,89,240,18570,,2020-11-11T21:04:53-08:00,2020-11-12T07:16:53-08:00,65.13,55,36,0.13,14.75,74,72,100,25,71,97,100,321,2486,600,5999,5096,574,664,165,37,0,0,1.34375,0,85,87,97,91,85,94,67,85,68
2020-11-13,88,100,98,87,86,54,81,100,38640,33330,5310,8310,19560,5460,43,86,1320,19590,,2020-11-12T19:52:17-08:00,2020-11-13T06:36:17-08:00,64.13,56,38,0.12,14.875,72,63,100,25,71,95,100,178,2401,650,3572,1930,637,586,212,5,0,0,1.3125,0,88,92,98,94,90,95,60,80,100
2020-11-14,75,72,71,84,96,49,70,100,28200,25560,2640,5280,15000,5280,45,91,210,14100,,2020-11-13T21:11:44-08:00,2020-11-14T05:01:44-08:00,63.31,55,50,-0.19,15.125,77,91,100,25,71,99,100,1079,3224,500,12934,18276,439,709,130,153,9,0,1.75,0,84,61,92,94,97,99,85,83,78
2020-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,70,69,100,25,40,98,100,183,2381,500,3486,2339,609,438,118,16,0,259,1.3125,0,,,,,,,,,
2020-11-16,87,96,96,88,95,51,78,100,35280,31800,3480,7320,18960,5520,46,90,390,17520,,2020-11-15T21:13:52-08:00,2020-11-16T07:01:52-08:00,60.47,51,53,0.21,14,69,61,100,25,40,98,100,275,2460,650,5517,4101,668,586,157,29,0,0,1.34375,0,93,90,92,93,90,87,100,,94
2020-11-17,75,75,82,78,74,44,86,100,32460,26400,6060,6120,15390,4890,52,81,570,17610,,2020-11-16T22:02:53-08:00,2020-11-17T07:03:53-08:00,61.33,52,59,0.11,14.625,66,42,100,25,40,97,100,233,2471,600,3959,3011,820,474,120,24,2,0,1.375,0,84,61,87,90,92,96,92,,89
2020-11-18,83,96,98,97,81,53,81,58,38220,32100,6120,8280,16890,6930,45,84,480,18630,,2020-11-17T23:12:29-08:00,2020-11-18T09:49:29-08:00,61.74,52,45,0.15,14.375,67,66,78,25,40,96,100,182,2305,650,3413,2693,590,658,110,20,0,62,1.25,2,89,80,89,81,96,92,92,87,100
2020-11-19,80,84,95,80,86,42,97,83,33360,28620,4740,7110,16500,5010,51,86,930,17220,,2020-11-18T22:45:46-08:00,2020-11-19T08:01:46-08:00,66.25,58,33,0.05,14.875,70,67,100,25,40,95,100,373,2597,500,6494,5899,614,574,219,30,3,0,1.40625,0,78,73,87,96,100,100,50,,69
2020-11-20,74,92,99,82,74,49,8,80,38040,30840,7200,8730,16980,5130,44,81,3810,20880,,2020-11-19T21:50:21-08:00,2020-11-20T08:24:21-08:00,64.94,57,34,-0.09,14.375,71,75,100,25,40,95,100,291,2488,500,5713,4240,560,682,163,35,0,0,1.34375,0,79,59,88,89,99,100,60,69,100
2020-11-21,80,100,100,69,86,45,70,59,53520,46230,7290,12090,29790,4350,50,86,240,26580,,2020-11-20T20:57:05-08:00,2020-11-21T11:49:05-08:00,68.74,59,24,0.12,13.75,61,100,100,1,1,75,100,163,2164,500,2884,2873,229,959,112,12,0,128,1.15625,0,80,73,100,97,97,94,45,51,100
2020-11-22,80,78,57,97,95,57,97,96,30060,27120,2940,4230,15510,7380,40,90,810,15210,,2020-11-21T19:40:43-08:00,2020-11-22T04:01:43-08:00,62.92,55,36,-0.33,14.375,71,81,95,25,40,96,100,665,2812,500,7889,11786,516,643,187,91,3,0,1.53125,1,77,73,100,100,94,94,96,46,1
2020-11-23,77,78,78,65,97,57,75,97,29520,27210,2310,5820,17280,4110,43,92,360,14730,,2020-11-22T19:49:33-08:00,2020-11-23T04:01:33-08:00,63.08,56,38,0.01,13.875,80,87,95,43,71,98,100,677,2824,500,8479,12023,445,574,169,89,6,157,1.53125,1,80,66,97,87,96,100,71,45,100
2020-11-24,89,100,100,96,83,46,91,100,41220,35100,6120,9180,19440,6480,49,85,1080,21360,,2020-11-23T20:01:37-08:00,2020-11-24T07:28:37-08:00,64.19,55,45,0.11,14,80,71,100,43,96,98,98,400,2549,600,7260,6796,576,613,147,41,6,57,1.40625,0,86,95,100,88,89,95,80,50,100
2020-11-25,84,92,97,79,81,49,89,100,36780,30720,6060,7740,18030,4950,45,84,1110,18720,,2020-11-24T21:30:36-08:00,2020-11-25T07:43:36-08:00,62.62,54,42,0.25,14.125,89,91,100,60,100,100,100,616,2719,600,11723,11032,428,797,111,104,0,0,1.46875,0,87,82,100,87,88,83,97,53,100
2020-11-26,86,100,97,67,69,57,91,100,43740,34680,9060,7890,22560,4230,39,79,1050,23550,,2020-11-25T18:12:50-08:00,2020-11-26T06:21:50-08:00,67.15,56,39,0.31,14.5,87,79,100,60,100,99,100,309,2416,600,6295,5543,520,650,127,37,1,105,1.3125,0,86,87,100,96,82,79,80,55,99
2020-11-27,90,100,99,91,83,58,86,100,40980,34710,6270,8430,20580,5700,39,85,1170,21300,,2020-11-26T19:41:31-08:00,2020-11-27T07:04:31-08:00,62.5,56,45,0.04,13.75,77,45,60,60,100,98,100,134,2237,650,2691,2121,781,574,68,17,0,0,1.21875,3,88,98,100,95,84,100,72,61,100
2020-11-28,74,65,60,95,79,53,94,100,28500,23610,4890,4470,12960,6180,44,83,750,14610,,2020-11-27T21:07:06-08:00,2020-11-28T05:02:06-08:00,60.16,52,51,-0.05,14.25,82,52,95,60,100,97,100,245,2399,500,5012,4098,740,515,157,28,0,0,1.3125,1,81,57,96,85,90,100,100,70,53
2020-11-29,79,95,98,69,81,45,83,62,37500,31470,6030,8220,18900,4350,49,84,1260,19110,,2020-11-28T22:55:37-08:00,2020-11-29T09:20:37-08:00,62.45,55,45,-0.14,14.375,84,97,100,43,96,96,100,217,2281,650,4364,3323,364,853,146,18,3,56,1.21875,0,90,70,96,85,93,100,96,,100
2020-11-30,85,98,78,95,81,51,72,100,38880,32760,6120,5790,21030,5940,42,84,270,19380,,2020-11-29T19:12:18-08:00,2020-11-30T06:00:18-08:00,63.68,55,37,0.09,14.5,69,55,95,25,71,83,100,233,2474,600,4478,3179,718,522,181,19,0,0,1.34375,1,87,85,97,100,97,97,71,69,93
2020-12-01,66,76,95,57,65,51,1,100,34800,26700,8100,7230,15900,3570,45,77,5370,19800,,2020-11-30T20:37:49-08:00,2020-12-01T06:17:49-08:00,64.88,56,34,0.09,14.375,81,88,100,43,71,98,100,967,3126,500,11028,15976,453,712,137,137,1,0,1.6875,0,73,38,92,88,100,98,64,64,60
2020-12-02,76,100,100,44,76,56,3,100,41160,33570,7590,9240,21540,2790,41,82,4200,22590,,2020-12-01T18:08:36-08:00,2020-12-02T05:34:36-08:00,69.28,59,27,0.4,14.5,67,47,100,25,40,98,100,291,2590,350,5641,3841,782,437,193,27,1,0,1.4375,0,69,63,94,87,85,70,56,53,86
2020-12-03,85,95,96,97,93,48,83,81,35520,31650,3870,7590,17130,6930,46,89,510,18150,,2020-12-02T22:33:40-08:00,2020-12-03T08:25:40-08:00,67.18,61,35,-0.04,14.125,65,36,100,25,40,98,100,351,2658,500,6264,4996,857,340,206,33,4,0,1.46875,0,76,85,94,83,90,100,33,52,100
2020-12-04,60,52,50,95,98,58,70,19,22020,20430,1590,3780,10710,5940,41,93,210,10980,,2020-12-04T03:00:38-08:00,2020-12-04T09:07:38-08:00,66.58,57,31,0.23,14.125,70,85,78,25,40,97,100,176,2275,300,3525,2973,480,529,74,23,2,332,1.25,2,59,23,83,74,91,85,67,46,14
2020-12-05,82,100,100,82,93,51,89,27,37740,33540,4200,8970,19410,5160,45,89,630,19260,,2020-12-05T00:05:19-08:00,2020-12-05T10:34:19-08:00,67.56,60,27,-0.06,14.375,76,73,78,43,71,100,100,832,2998,150,11576,14575,612,575,118,129,6,0,1.625,2,68,78,86,95,94,100,60,38,11
2020-12-06,64,83,93,21,88,45,75,1,32880,28560,4320,6960,20250,1350,53,87,1410,17430,,2020-12-06T04:13:06-08:00,2020-12-06T13:21:06-08:00,67.49,58,39,0.16,14.75,72,69,43,43,71,99,100,273,2369,300,4489,4759,571,717,120,30,2,0,1.28125,4,63,33,84,95,96,91,77,42,3
2020-12-07,67,74,81,81,74,54,75,22,32400,26190,6210,6030,15060,5100,42,81,1410,17490,,2020-12-07T00:49:00-08:00,2020-12-07T09:49:00-08:00,64.72,54,50,0.01,14.625,80,64,100,43,96,98,100,376,2560,500,6584,6322,635,627,127,50,1,0,1.40625,0,71,40,81,93,98,100,94,54,32
2020-12-08,71,71,84,95,72,64,40,73,31560,25260,6300,6240,12990,6030,33,80,2220,17640,,2020-12-07T23:00:00-08:00,2020-12-08T07:46:00-08:00,62.48,56,47,0.21,14.25,79,61,100,43,96,99,100,568,2797,500,9455,9580,666,512,176,83,3,0,1.53125,0,75,50,77,88,97,87,94,61,69
2020-12-09,71,62,49,95,90,57,83,95,26100,22980,3120,3630,13110,6240,39,88,1260,13380,,2020-12-08T23:26:54-08:00,2020-12-09T06:41:54-08:00,63.02,53,52,0,14.75,84,58,100,60,100,100,100,854,3194,500,11710,14369,677,182,228,117,3,233,1.78125,0,72,50,72,80,91,100,94,72,40
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,89,100,100,60,100,99,98,3,1921,500,67,37,20,418,6,0,0,996,1.125,0,,,,,,,,,
2020-12-11,79,86,78,71,86,49,81,100,34200,29310,4890,5790,19050,4470,48,86,480,17280,,2020-12-10T20:51:00-08:00,2020-12-11T06:21:00-08:00,61.95,53,54,0.05,15,86,47,100,78,100,100,100,933,3219,500,15355,16254,781,264,254,133,8,0,1.875,0,83,70,73,0,93,100,100,85,87
2020-12-12,74,89,96,70,93,43,89,11,33600,30030,3570,7410,18210,4410,54,89,630,16890,,2020-12-12T02:08:52-08:00,2020-12-12T11:28:52-08:00,67.41,60,44,0.02,14.875,81,65,60,60,100,99,100,70,2129,300,1474,1168,676,711,47,6,0,0,1.15625,3,67,58,75,63,75,100,44,,92
2020-12-13,47,34,44,47,86,58,86,1,18300,15660,2640,3270,9390,3000,47,86,1170,9510,,2020-12-13T06:43:52-08:00,2020-12-13T11:48:52-08:00,67.14,59,46,-0.21,14.375,83,72,78,60,100,97,100,100,2118,300,1804,1632,564,816,49,11,0,0,1.125,2,61,0,61,63,61,98,45,86,43
2020-12-14,91,100,98,100,96,54,86,100,43440,39600,3840,8070,20430,11100,40,91,570,22020,,2020-12-13T20:01:14-08:00,2020-12-14T08:05:14-08:00,61,52,60,0.36,15.125,84,70,100,60,96,96,100,213,2362,300,3685,2869,580,712,125,23,0,0,1.28125,0,83,100,75,100,72,74,100,,54
2020-12-15,76,78,63,91,76,60,70,100,32880,26940,5940,4740,16560,5640,36,82,210,17610,,2020-12-14T20:12:09-08:00,2020-12-15T05:20:09-08:00,62.77,52,53,0.16,14.875,85,74,100,60,96,98,100,796,3039,500,12418,13613,561,462,209,115,2,91,1.6875,0,74,63,76,100,83,91,94,,21
2020-12-16,78,100,95,98,76,52,1,79,42960,35250,7710,7080,20760,7410,45,82,5190,23760,,2020-12-15T21:05:54-08:00,2020-12-16T09:01:54-08:00,63.56,54,54,-0.21,14.5,72,36,95,43,71,97,100,219,2445,600,4278,3116,863,423,131,23,0,0,1.375,1,84,68,84,83,74,98,100,,93
2020-12-17,51,27,30,80,81,63,72,62,16380,13800,2580,2280,6570,4950,38,84,300,8760,,2020-12-17T01:48:56-08:00,2020-12-17T06:21:56-08:00,65.96,55,37,0.38,15,74,50,95,43,71,96,100,246,2476,300,4504,3238,737,486,196,21,0,0,1.375,1,64,0,69,80,82,72,53,92,34
2020-12-18,85,100,100,97,99,62,89,21,40140,37650,2490,11310,19080,7260,36,94,630,20100,,2020-12-18T00:12:59-08:00,2020-12-18T11:21:59-08:00,64.07,56,42,-0.08,14.625,68,62,95,25,40,96,100,252,2432,600,4772,3707,662,573,179,24,2,0,1.34375,1,86,85,79,87,88,100,88,,100
2020-12-19,48,31,23,48,95,41,72,70,16620,14880,1740,1770,10140,2970,57,90,270,8220,,2020-12-19T01:41:31-08:00,2020-12-19T06:18:31-08:00,65.22,53,42,0.04,14.5,82,93,100,43,71,100,100,1203,3402,500,16871,21237,414,556,244,157,11,58,1.875,0,75,0,66,89,92,100,96,89,17
2020-12-20,88,100,100,90,81,54,81,100,43920,37020,6900,9210,22230,5580,42,84,1290,23670,,2020-12-19T20:25:28-08:00,2020-12-20T08:37:28-08:00,66.05,58,48,-0.09,14.625,74,42,100,43,71,99,100,279,2510,500,5910,4546,818,428,162,30,0,2,1.40625,0,80,93,76,74,72,100,71,,100
2020-12-21,79,87,96,95,95,53,99,20,32640,29280,3360,7620,15570,6090,41,90,900,16530,,2020-12-21T01:20:32-08:00,2020-12-21T10:24:32-08:00,60.87,54,51,-0.1,14.375,77,62,100,43,71,98,100,145,2322,500,2881,1503,656,624,156,4,0,0,1.28125,0,82,70,77,81,77,100,100,90,79
2020-12-22,82,99,100,97,93,50,70,35,37080,32790,4290,9420,15990,7380,45,88,210,18690,,2020-12-21T23:56:29-08:00,2020-12-22T10:14:29-08:00,63.7,54,46,-0.19,14.75,66,45,95,25,40,97,100,335,2603,600,6264,4905,788,449,159,43,1,0,1.4375,1,85,78,83,94,85,98,79,89,97
2020-12-23,69,74,81,71,88,56,94,10,30060,26070,3990,6030,15630,4410,45,87,750,15300,,2020-12-23T02:39:03-08:00,2020-12-23T11:00:03-08:00,64.81,57,37,0.06,14.5,72,79,100,25,40,96,100,155,2223,500,3307,2298,520,807,99,14,0,0,1.21875,0,75,45,80,81,87,100,88,87,53
2020-12-24,86,100,100,96,98,52,70,71,46920,43680,3240,14070,23250,6360,46,93,210,23640,,2020-12-23T21:24:26-08:00,2020-12-24T10:26:26-08:00,68.41,59,31,0.14,14.125,73,96,100,25,40,86,100,113,2180,500,1944,1330,387,845,107,6,1,94,1.1875,0,83,88,96,100,93,93,46,77,84
2020-12-25,85,100,100,79,79,43,81,100,47340,39450,7890,10170,24390,4890,52,83,480,24540,,2020-12-24T19:45:07-08:00,2020-12-25T08:54:07-08:00,67.08,57,41,0.32,14.75,63,42,100,25,40,78,100,288,2580,650,4977,3652,813,430,166,30,1,0,1.4375,0,90,85,100,100,99,77,89,,58
2020-12-26,64,77,68,60,72,49,83,12,33420,26850,6570,5100,18000,3750,44,80,510,17400,,2020-12-26T01:54:56-08:00,2020-12-26T11:11:56-08:00,66.69,58,32,0.06,14.5,47,41,60,1,1,66,100,206,2376,500,3912,3157,872,445,102,20,1,0,1.3125,3,76,33,100,80,97,100,64,,71
2020-12-27,75,94,96,74,97,56,70,1,33660,31050,2610,7470,18960,4620,41,92,240,16920,,2020-12-27T04:02:29-08:00,2020-12-27T13:23:29-08:00,69.01,60,27,0.19,14.25,56,77,95,1,1,65,100,182,2281,350,2829,2892,587,730,105,18,0,0,1.25,1,69,60,100,78,94,88,65,54,2
2020-12-28,44,26,30,55,88,55,91,1,15540,13560,1980,2280,7890,3390,39,87,690,7890,,2020-12-28T05:43:08-08:00,2020-12-28T10:02:08-08:00,68.02,58,35,0,14.25,49,37,95,1,1,60,100,190,2402,350,3628,2770,856,411,143,11,0,19,1.34375,1,68,0,84,96,92,100,66,51,3
2020-12-29,80,92,98,96,90,56,94,15,34800,30780,4020,8250,15810,6720,40,88,1020,17580,,2020-12-29T01:33:37-08:00,2020-12-29T11:13:37-08:00,63.84,56,35,-0.1,14.375,47,41,78,1,1,53,100,150,2426,500,2658,1672,876,437,118,9,0,0,1.34375,2,78,73,83,80,91,100,75,50,100
2020-12-30,75,98,100,45,98,62,75,1,34980,32610,2370,10860,18960,2790,35,93,330,17640,,2020-12-30T05:23:37-08:00,2020-12-30T15:06:37-08:00,73.62,66,20,0.05,14.625,52,78,95,1,1,42,100,72,2159,300,1362,602,585,765,89,1,0,0,1.1875,1,64,60,86,80,87,100,9,,61
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,46,65,60,1,1,36,100,103,2225,500,1989,1506,689,415,89,8,0,239,1.25,3,,,,,,,,,
2021-01-01,81,98,99,97,95,63,78,1,36240,32550,3690,8550,17070,6930,38,90,390,18030,,2021-01-01T04:04:01-08:00,2021-01-01T14:08:01-08:00,63.25,56,39,0.37,14,72,78,100,25,40,96,100,881,2961,500,12325,15759,238,602,85,139,4,372,1.625,0,80,75,68,90,82,73,100,,86
2021-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,73,91,95,25,40,96,100,186,2372,500,3705,2800,453,73,162,13,0,739,1.375,1,,,,,,,,,
2021-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,78,74,95,43,71,97,100,465,2613,250,8296,8092,514,699,169,56,2,0,1.4375,1,,,,,,,,,
2021-01-04,82,85,71,97,88,56,89,88,33000,28800,4200,5310,16500,6990,42,87,630,17130,,2021-01-03T18:51:36-08:00,2021-01-04T04:01:36-08:00,64.47,55,50,0.34,14.75,75,52,100,43,71,97,100,265,2496,500,4492,3928,737,510,168,25,0,0,1.375,0,71,78,43,91,93,75,100,72,42
2021-01-05,77,76,71,69,81,55,97,100,31860,26550,5310,5340,16920,4290,43,83,810,17520,,2021-01-04T19:10:43-08:00,2021-01-05T04:01:43-08:00,63.47,50,48,0.24,14.5,83,62,100,60,96,97,100,464,2712,350,7738,7227,661,511,225,38,5,0,1.5,0,66,65,46,84,95,85,95,76,9
2021-01-06,81,83,77,95,97,59,70,92,30900,28230,2670,5760,16350,6120,36,91,240,15570,,2021-01-05T19:26:59-08:00,2021-01-06T04:01:59-08:00,66.11,54,34,0.13,14.875,82,51,100,60,100,97,100,447,2773,500,6762,6641,749,363,285,40,3,0,1.5625,0,70,75,50,80,96,94,100,72,28
2021-01-07,86,98,100,74,69,64,94,87,40980,32460,8520,11250,16620,4590,41,79,780,19800,,2021-01-06T21:54:51-08:00,2021-01-07T09:17:51-08:00,68.98,61,26,-0.05,14.375,84,76,95,60,100,96,98,138,2273,500,2077,1929,253,321,94,10,1,761,1.28125,1,72,88,59,77,91,100,51,61,100
2021-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,69,100,100,25,71,38,100,21,2050,500,406,222,112,304,30,0,0,994,1.15625,0,,,,,,,,,
2021-01-11,85,97,100,63,90,56,97,80,36420,32220,4200,12600,15660,3960,41,88,840,19050,,2021-01-10T22:21:44-08:00,2021-01-11T08:28:44-08:00,66.09,58,28,-0.09,14.5,59,35,95,25,71,37,100,243,2523,500,4093,3424,852,383,186,18,1,0,1.40625,1,77,85,67,0,92,100,85,52,100
2021-01-12,45,26,22,61,69,56,81,37,17220,13620,3600,1680,8130,3810,38,79,450,8610,,2021-01-12T02:40:31-08:00,2021-01-12T07:27:31-08:00,64.71,58,29,-0.04,14.875,61,97,100,1,40,46,100,311,2410,500,4813,5153,340,880,187,31,2,0,1.3125,0,59,0,55,78,94,100,69,45,22
2021-01-13,85,100,98,70,88,69,91,52,40800,35460,5340,8250,22860,4350,30,87,690,21030,,2021-01-12T16:35:46-08:00,2021-01-13T03:55:46-08:00,64.11,52,35,0.15,15.125,64,45,78,25,40,98,100,1023,3297,500,14517,17791,796,340,142,159,3,0,1.84375,2,77,85,66,78,95,92,100,,35
2021-01-14,82,95,87,82,86,56,51,93,36420,31350,5070,6480,19770,5100,42,86,1950,19050,,2021-01-13T21:54:51-08:00,2021-01-14T08:01:51-08:00,66.9,59,28,-0.14,14.375,69,63,100,25,40,97,100,274,2493,350,5212,3626,643,553,223,21,0,0,1.375,0,73,78,72,58,71,100,69,,89
2021-01-15,68,54,76,70,83,62,67,100,24300,20700,3600,5670,10650,4380,40,85,180,12510,,2021-01-14T22:25:10-08:00,2021-01-15T05:10:10-08:00,67.16,60,32,-0.26,14.75,70,69,100,25,40,98,100,272,2419,300,4881,4319,513,675,122,39,0,91,1.34375,0,60,43,65,91,75,96,53,41,62
2021-01-16,71,75,64,95,96,53,75,37,28920,26280,2640,4770,15480,6030,43,91,330,14430,,2021-01-16T01:04:47-08:00,2021-01-16T09:06:47-08:00,63.53,57,47,-0.2,14.25,65,50,78,25,40,97,100,326,2549,500,6267,5071,753,434,218,35,0,0,1.40625,2,70,50,65,96,77,98,88,54,76
2021-01-17,72,77,70,99,95,59,75,20,29640,26790,2850,5190,12960,8640,37,90,330,14970,,2021-01-17T01:46:53-08:00,2021-01-17T10:00:53-08:00,61.96,52,42,-0.36,14.25,80,81,100,43,71,98,100,684,2920,500,13589,11865,522,506,339,66,7,0,1.625,0,72,53,67,82,78,93,98,61,71
2021-01-18,69,72,96,94,81,65,51,17,30420,25410,5010,7410,12210,5790,30,84,1980,16140,,2021-01-18T01:44:09-08:00,2021-01-18T10:11:09-08:00,65.43,57,27,-0.27,14.625,89,95,100,60,96,99,100,701,2814,300,11211,12296,400,777,168,92,3,0,1.53125,0,62,45,66,79,67,96,86,,22
2021-01-19,78,100,100,96,74,66,1,65,45120,36390,8730,10560,19200,6630,39,81,5220,25800,,2021-01-18T20:59:12-08:00,2021-01-19T09:31:12-08:00,65.01,54,40,0.15,14.125,81,52,100,60,96,98,98,265,2487,500,4989,3884,743,477,198,22,0,0,1.375,0,78,68,77,90,60,92,99,58,100
