date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timing Score,Total Bedtime,Total Sleep Time,Awake Time,REM Sleep Time,Light Sleep Time,Deep Sleep Time,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Recovery Time Score,Activity Burn,Total Burn,Target Calories,Steps,Daily Movement,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
2020-08-01,62,65,66,50,88,55,59,43,27060,23610,3450,4890,15570,3150,45,87,1800,14310,,2020-08-01T00:53:19-07:00,2020-08-01T08:24:19-07:00,63.92,56,38,0.03,14.5,87,80,100,60,96,99,100,822,2961,300,10092,13548,503,697,133,101,6,0,1.59375,0,71,30,70,90,85,100,100,90,30
2020-08-02,82,97,96,78,95,53,89,40,35880,32190,3690,7290,20010,4890,45,90,660,18240,,2020-08-01T23:54:35-07:00,2020-08-02T09:52:35-07:00,69.15,61,31,0.2,15.5,81,88,100,43,71,99,100,334,2483,500,6806,5519,449,719,246,26,0,0,1.34375,0,77,78,73,90,92,88,48,87,88
2020-08-03,74,80,77,41,83,61,67,100,32580,27660,4920,5730,19290,2640,41,85,180,17640,,2020-08-02T21:29:57-07:00,2020-08-03T06:32:57-07:00,65.2,57,39,-0.03,15.25,86,75,100,60,96,100,100,781,3038,500,12711,13290,562,549,215,113,1,0,1.65625,0,76,59,71,99,92,100,83,89,45
2020-08-04,86,98,95,67,86,54,89,100,38160,32610,5550,7140,21240,4230,43,85,630,19170,,2020-08-03T20:56:36-07:00,2020-08-04T07:32:36-07:00,61.86,56,48,0.32,15,84,64,95,60,96,99,100,223,2437,600,4191,3060,634,614,175,17,0,0,1.34375,1,85,87,75,77,77,78,92,92,100
2020-08-05,89,95,96,96,97,60,75,100,34380,31500,2880,7410,17310,6780,38,92,330,17430,,2020-08-04T20:58:25-07:00,2020-08-05T06:31:25-07:00,60.5,52,48,-0.18,14.625,89,67,95,78,100,100,100,790,3011,650,10500,13097,624,548,169,98,1,0,1.65625,1,90,95,78,93,83,99,95,95,98
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,89,100,100,60,96,98,100,0,1990,500,0,0,22,521,0,0,0,897,1.09375,0,,,,,,,,,
2020-08-07,81,76,95,87,93,60,81,100,29940,26520,3420,7110,13950,5460,41,89,480,14790,,2020-08-06T22:26:07-07:00,2020-08-07T06:45:07-07:00,66.66,60,27,0.09,14,85,51,78,78,100,99,100,668,2900,500,9833,11543,745,467,134,93,1,0,1.59375,2,76,75,75,0,71,97,65,89,79
2020-08-08,84,97,97,86,93,54,72,73,36300,32280,4020,7860,19020,5400,42,89,270,17850,,2020-08-07T22:55:00-07:00,2020-08-08T09:00:00-07:00,67.4,59,31,-0.1,14.625,83,39,78,78,100,99,100,538,2887,500,7845,8198,871,320,182,60,7,0,1.59375,2,74,83,79,70,58,100,40,87,100
2020-08-09,56,52,43,72,93,61,78,1,23040,20490,2550,3210,12720,4560,34,89,390,11790,,2020-08-09T04:57:09-07:00,2020-08-09T11:21:09-07:00,66.88,59,34,-0.08,13.875,95,88,95,95,100,98,98,368,2495,300,7275,6616,454,718,239,29,0,0,1.34375,1,59,12,70,64,59,100,67,86,40
2020-08-10,81,78,65,99,96,63,81,100,30060,27240,2820,4860,13800,8580,42,91,480,15030,,2020-08-09T22:16:11-07:00,2020-08-10T06:37:11-07:00,63.6,56,44,-0.07,13.75,93,64,95,95,100,100,100,911,3221,500,12850,15338,644,430,237,127,2,0,1.78125,1,81,75,68,97,61,100,100,88,84
2020-08-11,76,83,78,98,88,61,48,70,32760,28440,4320,5790,14610,8040,38,87,2040,17160,,2020-08-10T23:12:12-07:00,2020-08-11T08:18:12-07:00,61.42,55,54,-0.17,14.75,90,46,95,95,100,99,100,272,2543,500,4974,3766,784,452,179,25,0,0,1.40625,1,77,63,69,68,48,99,100,93,95
2020-08-12,79,86,96,97,93,62,91,20,33060,29250,3810,7380,14610,7260,38,88,1050,17370,,2020-08-12T01:06:58-07:00,2020-08-12T10:17:58-07:00,59.29,50,50,0.04,14.375,84,37,95,78,96,98,100,142,2387,500,2652,1653,855,462,113,10,0,0,1.3125,1,77,70,70,84,57,100,81,96,79
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,93,100,100,78,96,96,100,29,2105,500,486,240,259,433,27,0,0,721,1.15625,0,,,,,,,,,
2020-08-14,69,69,89,74,90,55,91,16,28140,24900,3240,6660,13590,4650,41,88,690,14250,,2020-08-14T02:20:57-07:00,2020-08-14T10:09:57-07:00,62.04,57,34,0.14,14.125,89,68,100,78,96,97,100,705,2929,500,9863,11797,603,553,180,103,1,0,1.59375,0,76,45,67,0,69,93,92,94,100
2020-08-15,54,52,46,44,83,49,72,41,23880,20370,3510,3450,14130,2790,45,85,270,12210,,2020-08-15T01:33:24-07:00,2020-08-15T08:11:24-07:00,63.19,55,33,-0.19,14.625,88,59,100,78,96,100,100,1132,3413,300,14114,18128,690,422,179,144,5,0,1.875,0,63,8,60,78,60,99,100,92,38
2020-08-16,73,100,100,53,96,52,56,2,39000,35340,3660,11790,20190,3360,48,91,1860,20280,,2020-08-16T02:06:27-07:00,2020-08-16T12:56:27-07:00,64.38,55,42,0.04,14.625,93,100,100,78,100,99,98,126,2221,500,2584,2348,160,186,100,4,0,990,1.21875,0,73,55,69,58,43,100,99,93,89
2020-08-17,49,42,21,49,62,44,67,73,23640,17850,5790,1620,13140,3090,51,76,180,12330,,2020-08-17T00:27:37-07:00,2020-08-17T07:01:37-07:00,58.97,50,62,-0.47,14.625,98,100,95,95,100,100,100,1392,3653,300,10749,23411,493,557,193,196,1,0,2,1,60,34,0,0,0,86,98,0,41
2020-08-18,90,100,99,97,90,54,86,93,41220,36210,5010,8670,20580,6960,41,88,570,21000,,2020-08-17T21:22:24-07:00,2020-08-18T08:49:24-07:00,63.4,55,44,-0.12,14.5,89,66,100,78,100,100,100,189,2337,650,3662,2848,623,690,108,19,0,0,1.28125,0,90,90,0,85,0,100,88,0,100
2020-08-19,69,66,43,82,74,51,86,100,29700,24090,5610,3210,15720,5160,44,81,570,15870,,2020-08-18T20:57:25-07:00,2020-08-19T05:12:25-07:00,59.56,53,53,-0.1,15,86,47,95,78,100,100,100,933,3226,500,11532,15335,777,385,158,115,5,0,1.78125,1,75,62,61,98,98,100,94,,55
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,90,68,100,78,100,100,100,207,2416,500,3790,3141,620,391,147,14,0,268,1.34375,0,,,,,,,,,
2020-08-21,52,40,33,29,83,55,97,57,20340,17250,3090,2520,12810,1920,43,85,960,10440,,2020-08-21T01:32:21-07:00,2020-08-21T07:11:21-07:00,63.36,58,33,-0.08,14.375,85,41,95,78,100,100,100,805,3114,500,10555,13118,822,332,181,105,0,0,1.71875,1,73,42,71,92,83,100,80,0,81
2020-08-22,72,85,81,96,76,56,86,1,35100,28830,6270,6030,16440,6360,41,82,600,18600,,2020-08-22T02:44:59-07:00,2020-08-22T12:29:59-07:00,61.84,52,43,0.05,14.25,87,80,100,60,96,100,100,185,2307,500,3925,2743,499,767,162,12,0,0,1.25,0,76,68,75,75,75,100,70,0,100
2020-08-23,79,97,65,96,81,48,94,40,38820,32460,6360,4830,20970,6660,47,84,990,19110,,2020-08-22T23:40:08-07:00,2020-08-23T10:27:08-07:00,66.2,58,40,0.16,14.5,93,96,95,78,100,100,100,666,2796,500,11476,11079,363,809,189,64,15,0,1.5,1,82,77,81,100,88,92,59,,100
2020-08-24,72,69,34,76,93,56,94,100,27900,24720,3180,2580,17370,4770,43,89,1020,14460,,2020-08-23T20:48:49-07:00,2020-08-24T04:33:49-07:00,58.73,53,63,0,14.25,88,59,100,78,100,100,100,1078,3351,500,12999,17699,690,471,137,138,4,0,1.84375,0,84,67,77,88,81,100,100,,100
2020-08-25,92,100,98,100,93,62,81,100,42900,38280,4620,8340,20940,9000,34,89,1320,22260,,2020-08-24T20:30:03-07:00,2020-08-25T08:25:03-07:00,60.22,54,54,-0.18,14.25,90,78,100,78,100,100,98,229,2374,650,3566,3412,538,713,172,14,3,0,1.28125,0,88,94,90,73,74,99,91,84,100
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,84,67,95,60,96,99,100,105,2286,650,1738,1216,622,551,94,3,0,170,1.25,1,,,,,,,,,
2020-08-27,88,98,97,99,81,52,78,100,38820,32640,6180,7860,16290,8490,40,84,1380,19710,,2020-08-26T21:18:13-07:00,2020-08-27T08:05:13-07:00,61.13,53,55,-0.19,14.25,78,40,78,60,96,98,100,230,2491,700,4598,2823,824,419,177,20,0,0,1.375,2,93,88,96,95,90,98,98,85,100
2020-08-28,75,87,86,95,97,51,70,23,31980,29400,2580,6390,16830,6180,44,92,210,16020,,2020-08-28T01:10:02-07:00,2020-08-28T10:03:02-07:00,61.04,54,49,0.16,14,73,55,78,43,71,96,100,161,2350,600,3054,2181,713,562,158,7,0,0,1.28125,2,86,69,93,84,93,90,82,85,98
2020-08-29,69,62,45,100,98,66,67,63,24900,23010,1890,3420,10290,9300,32,92,180,12090,,2020-08-29T00:51:53-07:00,2020-08-29T07:46:53-07:00,58.51,53,52,-0.05,14.25,87,84,95,60,96,100,100,1214,3409,500,11868,19810,484,646,132,165,0,13,1.84375,1,84,62,87,90,97,100,98,,71
2020-08-30,86,100,100,71,93,50,89,79,49020,43590,5430,12270,26820,4500,44,89,660,25470,,2020-08-29T20:35:39-07:00,2020-08-30T10:12:39-07:00,65.43,57,34,-0.05,14.375,78,73,100,43,71,99,100,264,2467,500,5519,3546,574,610,238,18,0,0,1.34375,0,83,86,100,84,77,100,51,77,100
2020-08-31,86,92,100,99,96,67,83,56,34020,30870,3150,8850,13590,8430,31,91,510,17040,,2020-08-30T23:42:45-07:00,2020-08-31T09:09:45-07:00,61.07,54,50,-0.17,14.375,67,45,100,25,40,98,100,202,2452,700,3720,2707,788,484,155,13,0,0,1.34375,0,93,86,100,95,92,99,94,84,100
2020-09-01,51,38,22,63,65,58,64,71,21660,16650,5010,1680,10980,3990,39,77,1680,11700,,2020-09-01T00:42:10-07:00,2020-09-01T06:43:10-07:00,59.04,52,57,-0.09,13.875,79,78,100,43,71,100,100,977,3131,500,10822,16176,525,672,124,114,5,0,1.71875,0,77,31,87,84,95,100,99,86,46
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,89,98,100,60,96,100,100,596,2719,500,8037,9111,340,422,74,26,37,541,1.5,0,,,,,,,,,
2020-09-03,86,95,97,96,95,59,86,69,35280,31620,3660,7710,17520,6390,37,90,600,17970,,2020-09-02T23:00:41-07:00,2020-09-03T08:48:41-07:00,62.54,54,52,0.11,14.5,77,46,60,60,96,100,98,155,2374,650,3057,2097,784,500,149,7,0,0,1.3125,3,89,87,90,80,93,96,93,86,88
2020-09-04,64,52,49,77,93,57,70,87,22920,20430,2490,3690,11910,4830,41,89,240,10890,,2020-09-04T00:23:06-07:00,2020-09-04T06:45:06-07:00,72.73,62,18,-0.13,13.875,92,85,95,78,100,100,100,1512,3756,350,19375,25813,454,545,251,183,7,0,2.0625,1,65,51,79,85,100,100,18,65,64
2020-09-05,79,93,95,87,93,52,75,37,34680,31020,3660,7140,18450,5430,44,89,360,17790,,2020-09-05T00:08:58-07:00,2020-09-05T09:46:58-07:00,66.32,59,37,-0.03,14.625,87,64,78,78,100,100,100,1207,3433,500,15500,20024,629,522,123,160,6,0,1.875,2,72,75,81,74,73,100,52,60,86
2020-09-06,79,100,100,81,88,54,86,2,45480,39600,5880,10320,24210,5070,42,87,600,23400,,2020-09-06T01:14:55-07:00,2020-09-06T13:52:55-07:00,68.52,60,37,0.3,14.5,90,82,95,78,100,100,98,149,2262,500,2734,2181,486,693,119,10,0,132,1.21875,1,75,75,92,72,57,79,45,,100
2020-09-07,72,98,80,68,69,47,89,1,41100,32610,8490,5910,22410,4290,50,79,1140,22350,,2020-09-07T02:02:09-07:00,2020-09-07T13:27:09-07:00,64.84,56,56,0.31,15.25,89,70,95,78,100,100,100,187,2380,500,3450,1737,592,624,217,7,0,0,1.3125,1,82,64,96,99,69,78,79,66,100
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,87,67,78,78,100,100,100,905,3126,300,11827,15199,623,577,97,140,3,0,1.71875,2,,,,,,,,,
2020-09-09,82,100,100,73,74,49,62,89,48300,39000,9300,9510,24870,4620,47,81,1740,25950,,2020-09-08T20:09:03-07:00,2020-09-09T09:34:03-07:00,59.54,52,53,0.13,14.375,82,54,95,60,96,100,100,304,2570,500,4775,4473,725,456,234,25,0,0,1.40625,1,83,80,84,79,68,94,100,68,100
2020-09-10,38,25,9,75,53,57,15,50,18660,13350,5310,660,7980,4710,38,72,3270,10590,,2020-09-10T01:41:40-07:00,2020-09-10T06:52:40-07:00,62.55,52,44,-0.21,14.375,83,41,78,78,100,100,100,1194,3471,300,14983,19033,818,338,140,129,15,0,1.90625,2,61,8,70,86,76,98,100,69,12
2020-09-11,68,71,74,92,81,51,81,28,30180,25290,4890,5520,14040,5730,44,84,450,15510,,2020-09-11T01:04:40-07:00,2020-09-11T09:27:40-07:00,61.34,53,45,0.21,14.25,83,62,95,60,96,100,100,169,2388,500,3050,1881,661,576,202,1,0,0,1.3125,1,73,57,68,55,64,86,100,72,95
2020-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,83,100,100,43,71,99,100,80,2131,500,1425,969,258,612,91,4,0,475,1.15625,0,,,,,,,,,
2020-09-13,69,100,100,89,76,52,1,1,41100,33660,7440,9060,19020,5580,45,82,4440,22440,,2020-09-13T02:12:35-07:00,2020-09-13T13:37:35-07:00,62.12,51,45,0.09,14.625,89,98,100,60,96,100,100,1939,4143,500,18882,30413,318,714,195,62,151,0,2.25,0,82,58,76,98,83,97,100,73,100
2020-09-14,44,36,14,34,76,46,70,52,19680,16140,3540,1080,12870,2190,53,82,240,10560,,2020-09-14T01:38:34-07:00,2020-09-14T07:06:34-07:00,69.68,63,31,0.15,15.375,87,60,95,78,96,100,100,244,2508,200,4536,2758,663,538,220,19,0,0,1.375,1,41,17,66,1,55,92,11,64,49
2020-09-15,58,43,29,67,93,54,81,77,20520,18180,2340,2190,11760,4230,42,89,480,10530,,2020-09-15T00:49:24-07:00,2020-09-15T06:31:24-07:00,64.12,56,42,-0.25,15,89,73,95,78,96,100,100,1102,3331,250,13514,18250,569,533,193,143,2,0,1.8125,1,49,40,60,1,33,96,86,65,21
2020-09-16,92,100,100,97,93,63,94,93,38100,34080,4020,9360,17790,6930,35,89,780,19380,,2020-09-15T21:50:18-07:00,2020-09-16T08:25:18-07:00,60.84,53,55,0.19,14.375,82,45,60,78,96,100,100,330,2631,500,6376,4408,790,378,244,28,0,0,1.46875,3,78,97,67,80,29,89,100,73,100
2020-09-17,50,31,27,50,69,63,89,57,18780,14820,3960,2010,9660,3150,34,79,630,8700,,2020-09-17T02:00:11-07:00,2020-09-17T07:13:11-07:00,64.65,56,39,-0.12,14.25,93,93,100,78,96,100,100,1101,3250,300,14638,17818,397,752,128,113,28,22,1.75,0,55,26,58,83,43,100,70,71,25
2020-09-18,89,100,88,94,76,57,97,100,45120,36930,8190,6570,24480,5880,37,82,930,24780,,2020-09-17T19:19:34-07:00,2020-09-18T07:51:34-07:00,62.53,54,59,0.17,14.875,81,15,95,78,96,100,100,210,2506,500,3961,2689,995,278,148,19,0,0,1.40625,1,79,92,68,70,38,91,100,81,100
2020-09-19,56,55,48,68,95,52,67,15,23580,21300,2280,3600,13410,4290,47,90,180,11820,,2020-09-19T03:07:52-07:00,2020-09-19T09:40:52-07:00,64.01,58,41,0.16,14.625,99,100,100,95,100,100,100,1558,3726,300,17734,25812,337,653,135,200,11,104,2.03125,0,60,36,64,74,54,91,53,79,58
2020-09-20,85,100,98,97,88,56,86,51,38640,33750,4890,8010,18840,6900,38,87,570,19140,,2020-09-19T23:18:55-07:00,2020-09-20T10:02:55-07:00,64.93,58,43,-0.09,14.5,81,54,43,78,96,100,100,265,2500,500,5096,3755,724,499,190,27,0,0,1.375,4,74,85,72,79,42,100,63,79,100
2020-09-21,56,65,71,59,79,63,6,19,28560,23820,4740,5310,14790,3720,32,83,3930,15840,,2020-09-21T01:36:31-07:00,2020-09-21T09:32:31-07:00,63.95,55,47,0.08,14.625,83,58,95,60,96,100,100,287,2508,350,5628,4237,690,524,197,29,0,0,1.375,1,69,36,70,87,57,98,89,81,63
2020-09-22,60,52,43,65,76,57,83,68,24960,20460,4500,3210,13110,4140,39,82,540,13350,,2020-09-22T00:19:03-07:00,2020-09-22T07:15:03-07:00,64.26,55,43,-0.17,14.375,84,66,95,60,96,100,100,753,2975,350,10876,12368,608,588,137,102,5,0,1.625,1,63,43,67,89,66,99,89,,17
2020-09-23,89,100,98,98,88,58,97,71,40320,35100,5220,8370,19140,7590,38,87,840,20640,,2020-09-22T22:12:53-07:00,2020-09-23T09:24:53-07:00,62.31,53,46,-0.02,14.375,86,81,95,60,96,100,100,96,2181,500,1664,1347,504,855,79,2,0,0,1.15625,1,83,92,75,82,66,100,89,80,100
2020-09-24,80,86,64,97,90,55,70,92,33180,29310,3870,4770,17550,6990,41,88,210,17250,,2020-09-23T18:57:51-07:00,2020-09-24T04:10:51-07:00,59.93,51,58,0.14,14.75,86,77,95,60,96,100,100,1224,3457,500,12389,19339,544,362,153,18,105,258,1.90625,1,83,76,78,100,78,92,100,86,68
2020-09-25,80,73,71,100,79,67,91,100,30900,25770,5130,5280,11610,8880,32,83,1080,16500,,2020-09-24T22:02:18-07:00,2020-09-25T06:37:18-07:00,62.16,54,46,-0.14,14.375,79,43,78,60,96,100,100,176,2408,500,3192,2370,813,486,132,9,0,0,1.3125,2,76,77,76,20,72,100,100,86,87
2020-09-26,79,93,98,100,81,60,19,80,37080,30990,6090,8160,14160,8670,34,84,2940,19410,,2020-09-25T22:14:55-07:00,2020-09-26T08:32:55-07:00,63.87,55,41,-0.1,14.375,90,100,100,60,96,100,100,2714,4953,500,27771,44815,408,535,147,328,22,0,2.71875,0,80,75,80,84,82,100,86,84,68
2020-09-27,82,89,91,97,93,59,81,62,33840,29970,3870,6750,16080,7140,40,89,450,17460,,2020-09-26T23:23:52-07:00,2020-09-27T08:47:52-07:00,68.27,60,36,0.45,15.125,85,72,100,60,96,100,100,268,2444,350,5239,4060,579,643,198,20,0,0,1.34375,0,66,80,83,48,44,66,37,,100
2020-09-28,74,68,91,96,62,54,75,100,32220,24570,7650,6780,11160,6630,38,76,1410,17430,,2020-09-27T21:04:11-07:00,2020-09-28T06:01:11-07:00,59.37,51,61,-0.1,14.5,82,51,100,60,96,100,100,163,2383,500,3319,1963,752,544,135,9,0,0,1.3125,0,80,66,80,95,49,100,98,86,84
2020-09-29,62,71,59,63,65,54,1,100,33180,25440,7740,4410,17010,4020,42,77,4740,19410,,2020-09-28T20:52:55-07:00,2020-09-29T06:05:55-07:00,59.54,52,55,-0.07,14.375,87,83,100,60,96,100,100,1075,3283,500,12218,17549,486,429,164,136,4,221,1.8125,0,76,45,79,87,60,100,100,,80
2020-09-30,78,87,83,94,79,43,86,66,35520,29400,6120,6150,17400,5850,50,83,1170,18450,,2020-09-29T23:00:29-07:00,2020-09-30T08:52:29-07:00,60.11,51,53,0.06,14.25,86,73,100,60,96,100,100,295,2540,500,5318,4030,570,558,300,12,0,0,1.40625,0,82,73,81,84,55,99,100,,100
2020-10-01,69,61,58,70,86,54,81,97,26520,22710,3810,4290,13980,4440,45,86,480,13530,,2020-09-30T23:19:10-07:00,2020-10-01T06:41:10-07:00,59.7,52,51,0,14.5,82,66,78,60,96,100,100,847,3122,500,11794,13660,632,452,238,105,13,0,1.71875,2,74,57,76,95,65,100,99,89,26
2020-10-02,62,68,75,56,67,45,86,29,31500,24510,6990,5610,15360,3540,53,78,600,17670,,2020-10-02T00:26:09-07:00,2020-10-02T09:11:09-07:00,63.68,54,45,0.06,15,87,81,100,60,96,100,100,189,2300,500,3442,2962,502,802,125,11,0,0,1.25,0,73,45,74,72,63,100,93,88,68
2020-10-03,70,82,94,65,60,56,8,100,37380,28200,9180,6990,17100,4110,41,75,3840,20790,,2020-10-02T20:10:55-07:00,2020-10-03T06:33:55-07:00,59.64,52,49,-0.16,14.875,87,88,95,60,96,100,100,1677,3867,500,20930,27333,446,630,156,189,19,0,2.09375,1,83,59,75,100,74,99,100,88,100
2020-10-04,79,100,99,85,72,56,1,100,42000,33660,8340,8700,19620,5340,42,80,4860,23490,,2020-10-03T19:27:28-07:00,2020-10-04T07:07:28-07:00,64.26,58,35,0.35,14.75,94,99,100,78,100,100,100,1366,3557,500,14116,22482,407,609,139,192,7,86,1.9375,0,74,75,81,64,55,74,60,84,100
2020-10-05,72,82,95,51,69,59,29,100,35640,28050,7590,7230,17610,3210,41,79,2430,20190,,2020-10-04T20:06:43-07:00,2020-10-05T06:00:43-07:00,62.94,55,38,-0.08,14.875,88,63,95,78,100,100,98,315,2507,500,5765,4884,650,604,142,44,0,0,1.375,1,74,63,82,81,44,100,69,78,97
2020-10-06,84,88,98,95,76,56,75,100,36120,29700,6420,8040,15420,6240,39,82,330,18630,,2020-10-05T19:59:03-07:00,2020-10-06T06:01:03-07:00,58.8,50,55,0.05,15.125,90,69,100,78,100,100,100,946,3163,500,10189,15470,601,560,161,116,2,0,1.71875,0,84,83,84,90,54,100,94,,95
2020-10-07,88,91,97,97,90,62,81,100,34800,30540,4260,7740,15510,7290,35,88,480,16620,,2020-10-06T20:21:53-07:00,2020-10-07T06:01:53-07:00,61.96,55,46,-0.06,14.875,85,50,78,78,100,100,100,246,2474,500,4141,3342,755,510,149,24,2,0,1.375,2,83,90,86,81,51,100,85,83,100
2020-10-08,81,81,80,82,93,55,89,100,31500,27870,3630,5970,16740,5160,44,88,660,15960,,2020-10-07T21:16:04-07:00,2020-10-08T06:01:04-07:00,58.8,51,51,-0.12,14.375,89,65,100,78,100,100,100,737,2969,500,9391,12016,634,517,164,99,7,19,1.625,0,84,78,86,85,63,100,100,85,83
2020-10-09,86,88,99,97,93,56,78,100,33420,29670,3750,8550,14070,7050,40,89,390,17070,,2020-10-08T21:11:29-07:00,2020-10-09T06:28:29-07:00,61.93,54,43,-0.12,14.5,88,57,100,78,100,100,100,193,2386,500,3642,2575,689,559,179,13,0,0,1.3125,0,83,87,87,79,63,100,84,83,91
2020-10-10,82,78,80,97,95,57,86,100,30300,27120,3180,5910,14220,6990,38,90,1200,15270,,2020-10-09T21:51:15-07:00,2020-10-10T06:16:15-07:00,58.76,52,55,-0.13,15,92,87,100,78,100,100,100,1759,3972,600,22008,30170,465,521,174,248,9,23,2.1875,0,86,80,85,91,75,100,100,87,77
2020-10-11,85,95,90,73,90,56,78,100,35940,31590,4350,6720,20280,4590,40,88,1350,18180,,2020-10-10T21:25:18-07:00,2020-10-11T07:24:18-07:00,66.23,59,31,-0.12,14.25,83,59,100,60,96,100,100,225,2431,500,4579,3002,690,551,184,15,0,0,1.34375,0,75,85,88,69,54,100,42,76,100
2020-10-12,86,96,74,97,93,48,99,91,35880,32040,3840,5520,19440,7080,49,89,900,18240,,2020-10-11T22:12:41-07:00,2020-10-12T08:10:41-07:00,60.03,54,53,0.07,14.625,85,73,95,60,96,100,100,199,2362,600,3952,2964,571,613,128,19,0,109,1.28125,1,87,87,91,90,65,99,84,,100
2020-10-13,69,68,66,55,76,48,86,100,30060,24540,5520,4920,16140,3480,46,82,570,15510,,2020-10-12T21:40:14-07:00,2020-10-13T06:01:14-07:00,56.59,51,57,-0.06,14,85,69,100,60,96,100,100,1731,4048,500,21667,28581,590,371,232,209,38,0,2.21875,0,82,54,86,96,72,100,100,86,80
2020-10-14,71,75,81,75,86,51,72,60,30720,26250,4470,6030,15510,4710,44,85,300,15990,,2020-10-13T23:51:03-07:00,2020-10-14T08:23:03-07:00,66.14,59,28,-0.02,14.75,91,84,95,78,100,100,100,1044,3193,350,14459,17379,481,693,129,92,45,0,1.71875,1,66,58,84,39,51,100,50,71,87
2020-10-15,71,69,67,60,67,60,81,100,33120,24780,8340,5040,15900,3840,36,75,1320,17940,,2020-10-14T21:09:00-07:00,2020-10-15T06:21:00-07:00,66.68,58,31,-0.16,14.875,89,66,100,78,100,100,98,994,3288,300,15703,17221,605,452,228,153,2,0,1.8125,0,61,58,81,50,45,99,51,61,55
2020-10-16,89,96,89,99,93,57,99,85,35820,31800,4020,6660,16740,8400,40,89,900,18180,,2020-10-15T22:26:59-07:00,2020-10-16T08:23:59-07:00,60.5,52,64,0.01,14.125,83,50,95,78,100,100,89,280,2555,500,4865,4020,761,446,211,21,1,0,1.40625,1,84,93,85,80,44,100,100,75,97
2020-10-17,66,69,68,56,86,47,91,43,28920,24810,4110,5100,16170,3540,49,86,720,14970,,2020-10-17T00:42:34-07:00,2020-10-17T08:44:34-07:00,61.86,51,40,0.15,14.25,93,96,95,78,100,100,100,1361,3541,500,16362,22920,388,687,185,177,3,0,1.9375,1,73,48,81,85,57,92,93,72,62
2020-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,94,98,100,78,100,100,100,347,2449,500,6722,5996,336,761,175,31,2,135,1.3125,0,,,,,,,,,
2020-10-19,87,100,97,97,65,54,81,100,44520,34140,10380,7920,18930,7290,46,77,1290,24840,,2020-10-18T19:16:33-07:00,2020-10-19T07:38:33-07:00,58.89,51,67,-0.05,14.625,89,62,100,78,100,100,100,349,2572,650,6418,5425,662,562,172,43,1,0,1.40625,0,89,89,87,100,57,100,100,86,100
2020-10-20,60,41,45,60,79,54,86,100,21240,17550,3690,3330,10470,3750,39,83,570,10320,,2020-10-19T22:10:07-07:00,2020-10-20T04:04:07-07:00,59.45,52,50,-0.11,15.25,88,58,100,78,100,100,100,1091,3425,500,15933,18190,691,369,223,144,13,0,1.90625,0,70,35,77,89,64,100,100,87,24
2020-10-21,88,98,98,96,96,60,62,100,35700,32640,3060,8100,17790,6750,33,91,30,17910,,2020-10-20T21:46:59-07:00,2020-10-21T07:41:59-07:00,64.18,54,39,0.07,15,85,69,95,60,100,100,100,178,2403,500,3274,1802,606,630,198,6,0,0,1.3125,1,80,91,81,65,59,99,75,85,100
2020-10-22,84,86,94,96,95,60,67,100,32640,29280,3360,7020,15510,6750,34,90,180,16290,,2020-10-21T21:06:33-07:00,2020-10-22T06:10:33-07:00,59.68,52,52,0,14.875,84,62,100,60,100,100,100,1143,3431,600,14614,18808,665,446,176,144,9,0,1.875,0,86,83,82,97,72,100,100,87,82
2020-10-23,73,78,99,95,65,55,35,77,35040,27060,7980,8640,12480,5940,42,77,2340,18180,,2020-10-22T22:41:01-07:00,2020-10-23T08:25:01-07:00,64.37,55,39,-0.09,14.75,83,55,100,60,100,100,100,214,2436,500,4113,2938,669,580,177,14,0,0,1.34375,0,77,60,81,69,64,100,83,83,98
2020-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,84,66,95,60,100,100,100,1096,3352,500,14789,18349,631,424,143,145,16,81,1.84375,1,,,,,,,,,
