date,Deep_Sleep_Time
2020-12-14 00:00:00,3.08333333333333
2020-10-25 00:00:00,2.96666666666667
2021-02-01 00:00:00,2.95833333333333
2020-07-07 00:00:00,2.875
2020-06-29 00:00:00,2.825
2021-02-22 00:00:00,2.71666666666667
2020-05-26 00:00:00,2.625
2020-08-29 00:00:00,2.58333333333333
2021-04-13 00:00:00,2.575
2021-03-21 00:00:00,2.55
